City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
6,Nabire,ID,76.28,Broken clouds,-3.3667,135.4833,Hotel Nusantara Nabire
9,Pochutla,MX,88.56,Broken clouds,15.7432,-96.4661,Hotel Posada San Jose
10,Tevaitoa,PF,79.12,Light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
11,Kirakira,SB,77.7,Broken clouds,-10.4544,161.9205,SanBiz Lodge
14,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
15,Caravelas,BR,78.85,Overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
16,Shrigonda,IN,75.09,Light rain,18.6167,74.6833,कानिफनाथ मंदिर
22,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
23,La Huacana,MX,82.89,Overcast clouds,18.9667,-101.8167,Hotel Yunuen
29,Erzin,TR,77.0,Clear sky,36.9559,36.2,Artemis Otel
31,Gobabis,,76.44,Clear sky,-22.45,18.9667,Goba Lodge
33,Nishihara,JP,79.88,Few clouds,26.1842,127.7558,Minshuku Agaihama
46,Houma,US,82.99,Clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
49,Bengkulu,ID,75.25,Overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
53,Marzuq,YE,82.11,Few clouds,14.4,46.4667,
62,Bengkulu,ID,75.25,Overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
70,Houston,US,86.45,Clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
81,Acapulco,MX,85.53,Overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
82,Eyl,SO,78.98,Broken clouds,7.9803,49.8164,Amiin Hotel
85,Liuzhou,CN,81.27,Broken clouds,24.3126,109.3892,Linjiang Inn
86,Vila Velha,BR,80.55,Clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
94,Praia,CV,84.74,Scattered clouds,14.9215,-23.5087,LT Aparthotel
97,Beroroha,MG,78.28,Clear sky,-21.6667,45.1667,
103,Victoria,HK,84.38,Light rain,22.2855,114.1577,Mini Hotel Central
111,Pilani,IN,81.7,Clear sky,28.3684,75.6041,Hotel Sunshine
117,Cordoba,AR,83.43,Clear sky,-31.4135,-64.1811,Hotel Sussex
127,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
138,Soller,ES,82.02,Broken clouds,39.7662,2.7152,Hotel Marina & Wellness Spa
139,Kahului,US,80.83,Clear sky,20.8947,-156.47,Maui Seaside Hotel
143,Abilene,US,86.49,Clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
145,Mouila,GA,75.6,Moderate rain,-1.8685,11.0559,Hôtel du Lac Bleu
148,Samarai,PG,79.16,Broken clouds,-10.6167,150.6667,Nuli Sapi
154,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
166,Saint Anthony,US,77.14,Broken clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
169,Kavaratti,IN,81.55,Broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
173,Chandla,IN,82.71,Broken clouds,25.0833,80.2,Rest House
174,Harrison,US,83.34,Clear sky,30.4091,-89.0436,Residence Inn by Marriott Gulfport-Biloxi Airport
175,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
191,Corinto,GR,79.75,Clear sky,37.9407,22.9573,Ephira Hotel
198,Krugersdorp,ZA,78.39,Scattered clouds,-26.0858,27.7752,Rabbit Hole Hotel
207,San Patricio,US,87.89,Clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
208,Moissala,TD,75.49,Scattered clouds,8.3404,17.7663,
213,Ternate,ID,80.02,Scattered clouds,0.8,127.4,Grand Dafam Bela Ternate
217,Paita,PE,75.76,Overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
220,Burkburnett,US,88.9,Scattered clouds,34.0979,-98.5706,Best Western Red River Inn
225,Ligayan,PH,83.32,Scattered clouds,4.6533,119.4706,
227,Paciran,ID,78.4,Scattered clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
234,Faanui,PF,79.3,Light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
247,Hithadhoo,MV,82.96,Overcast clouds,-0.6,73.0833,Scoop Guest House
255,Van Buren,US,89.42,Clear sky,35.4368,-94.3483,Hampton Inn Van Buren
258,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
265,Kalemie,CD,76.86,Broken clouds,-5.9475,29.1947,Mahobilali
267,Misratah,LY,76.51,Scattered clouds,32.3754,15.0925,فندق الماسة
268,Lucea,JM,87.85,Clear sky,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
269,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
278,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
279,Avera,US,80.94,Clear sky,33.194,-82.5271,
280,Buchanan,LR,82.36,Moderate rain,5.8808,-10.0467,Kamaneahn Hotel Inc
290,Griffith,US,81.14,Clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
291,Naze,JP,77.05,Few clouds,28.3667,129.4833,オーベルジュ・アガルイ
298,Hamilton,US,76.5,Clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
304,Sandakan,MY,80.28,Few clouds,5.8402,118.1179,Hotel Sandakan
305,Georgetown,MY,76.95,Scattered clouds,5.4112,100.3354,Cititel Penang
309,Namatanai,PG,79.41,Light rain,-3.6667,152.4333,Seagulls Inn Namatani
311,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
314,Athens,GR,79.25,Clear sky,37.9795,23.7162,Novotel Athenes
317,Kirakira,SB,77.7,Broken clouds,-10.4544,161.9205,SanBiz Lodge
320,Georgetown,MY,76.95,Scattered clouds,5.4112,100.3354,Cititel Penang
327,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
335,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
336,Ugoofaaru,MV,77.63,Overcast clouds,5.6667,73.0,Ungoofaaru Inn
340,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
341,Touros,BR,85.1,Clear sky,-5.1989,-35.4608,INN NEW HORIZON
346,San Policarpo,PH,77.9,Broken clouds,12.1791,125.5072,Manong Aklan Resort
347,Touros,BR,85.1,Clear sky,-5.1989,-35.4608,INN NEW HORIZON
354,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
364,Ponta Do Sol,PT,76.01,Overcast clouds,32.6667,-17.1,Hotel do Campo
370,Finschhafen,PG,78.6,Scattered clouds,-6.6024,147.8681,Cossam Guest House
371,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
372,Arraial Do Cabo,BR,84.16,Clear sky,-22.9661,-42.0278,Pousada Porto Praia
373,Touros,BR,85.1,Clear sky,-5.1989,-35.4608,INN NEW HORIZON
381,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
383,Bagnara Calabra,IT,77.52,Overcast clouds,38.2885,15.8078,Grand Hotel Victoria
389,Abnub,EG,84.42,Scattered clouds,27.2696,31.1511,Romany Adly Gad
391,Alegrete,BR,77.38,Clear sky,-29.7831,-55.7919,Hotel Alegrete
398,Vila Velha,BR,80.55,Clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
406,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
409,Puerto Escondido,MX,87.04,Broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
413,Isla Mujeres,MX,89.17,Clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
417,Tura,IN,75.88,Overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
419,Vanimo,PG,77.47,Broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
424,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
425,Hithadhoo,MV,82.96,Overcast clouds,-0.6,73.0833,Scoop Guest House
430,Caravelas,BR,78.85,Overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
434,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
437,Ribeira Brava,PT,76.01,Overcast clouds,32.65,-17.0667,Hotel do Campo
440,Puerto Escondido,MX,87.04,Broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
441,Hithadhoo,MV,82.96,Overcast clouds,-0.6,73.0833,Scoop Guest House
444,Mahibadhoo,MV,81.57,Overcast clouds,3.7833,72.9667,Omadhoo Inn
447,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
453,Hithadhoo,MV,82.96,Overcast clouds,-0.6,73.0833,Scoop Guest House
457,Bengkulu,ID,75.25,Overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
458,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
460,David,PA,87.49,Scattered clouds,8.4273,-82.4308,Hotel Castilla
466,Grass Valley,US,84.54,Clear sky,39.2191,-121.0611,Holbrooke Hotel
469,Taft,IR,76.95,Clear sky,31.7471,54.2088,بوم گردی حاجی زینل تفت
473,Nouadhibou,MR,76.98,Few clouds,20.931,-17.0347,El Medina
474,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
484,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
490,Santa Clara,CU,87.24,Few clouds,22.4,-79.9667,El Carmen
492,Bandarbeyla,SO,78.69,Broken clouds,9.4942,50.8122,JABIR HOTEL
505,Dekar,BW,76.21,Clear sky,-21.5333,21.9333,
511,Mataram,ID,76.57,Broken clouds,-8.5833,116.1167,Hotel Santika Mataram
513,Victoria,HK,85.32,Light rain,22.2855,114.1577,Mini Hotel Central
518,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
519,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
522,Pontianak,ID,76.98,Thunderstorm,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
523,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
524,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
526,Tortoli,IT,79.99,Overcast clouds,39.9256,9.6572,Hotel La Bitta
533,Gizo,SB,81.09,Light rain,-8.103,156.8419,Imagination Island
535,Pitimbu,BR,82.99,Scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
538,Samana,DO,88.02,Few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
545,Harper,LR,75.4,Light rain,4.375,-7.7169,Screensaver
549,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
550,Seybaplaya,MX,85.46,Overcast clouds,19.65,-90.6667,sala de fiesta san Rafael
553,Bengkulu,ID,75.25,Overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
555,Payson,US,83.55,Clear sky,40.0444,-111.7321,Quality Inn Payson I-15
557,Acapulco,MX,85.53,Overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
559,Vila Velha,BR,80.55,Clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
567,Laguna,US,82.24,Few clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
574,Guapo,BR,77.38,Light rain,-16.8306,-49.5319,Lar de idosos de Guapó
575,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
576,Panacan,PH,80.02,Scattered clouds,9.2463,118.4082,Mom's Place Resort
579,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
582,Marsa Matruh,EG,77.2,Scattered clouds,31.3525,27.2453,Beau Site
586,Soledade,BR,75.6,Clear sky,-28.8183,-52.5103,Pousada Da Gringa
592,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
594,Nago,JP,82.56,Broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
596,Biak,ID,75.51,Overcast clouds,-0.9131,122.8766,Penginapan Kim
597,Manavalakurichi,IN,77.09,Moderate rain,8.1333,77.3,Udaya Boys Hostel
601,Barahona,DO,89.42,Few clouds,18.2085,-71.1008,Hotel Caribe
618,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
620,Sao Joao Da Barra,BR,82.49,Scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
626,Labuhan,ID,77.52,Scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
633,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
641,Sao Filipe,CV,79.54,Broken clouds,14.8961,-24.4956,Hotel Xaguate
645,San Patricio,US,87.89,Clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
646,Arraial Do Cabo,BR,84.16,Clear sky,-22.9661,-42.0278,Pousada Porto Praia
647,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
651,Buin,CL,76.05,Scattered clouds,-33.7333,-70.75,Paihuen
656,Dingle,PH,76.08,Broken clouds,10.9995,122.6711,SEGAYA PROPERTY
663,Tautira,PF,80.62,Few clouds,-17.7333,-149.15,Pension Oaoa
664,Hamilton,US,76.5,Clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
670,Bosaso,SO,89.51,Clear sky,11.2842,49.1816,Red Sea Hotel
675,Sao Filipe,CV,79.54,Broken clouds,14.8961,-24.4956,Hotel Xaguate
677,Saint George,US,86.54,Overcast clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
680,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
681,Maumere,ID,77.34,Broken clouds,-8.6199,122.2111,Sylvia Hotel
682,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
686,Wanning,CN,78.85,Scattered clouds,18.8003,110.3967,Paradise Hotel
687,Biak,ID,75.51,Overcast clouds,-0.9131,122.8766,Penginapan Kim
699,Gizo,SB,81.09,Light rain,-8.103,156.8419,Imagination Island
704,Torres,BR,81.82,Clear sky,-29.3353,-49.7269,Farol Hotel
707,Maragogi,BR,79.09,Few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
710,Allapalli,IN,75.97,Heavy intensity rain,19.4167,80.0667,"Hotel IK Residency, GUEST HOUSE AC NON AC"
718,Bengkulu,ID,75.25,Overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
722,Lorengau,PG,80.28,Broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
724,Villa Bruzual,VE,89.94,Overcast clouds,9.3328,-69.1208,hotel italia
725,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
726,Moron,AR,81.95,Clear sky,-34.6534,-58.6198,Hotel Morón
732,Caravelas,BR,78.85,Overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
733,Eyl,SO,78.98,Broken clouds,7.9803,49.8164,Amiin Hotel
736,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
738,Srandakan,ID,77.45,Overcast clouds,-7.9386,110.2506,Puri Brata
748,Lorengau,PG,80.28,Broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
752,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
759,Hithadhoo,MV,82.96,Overcast clouds,-0.6,73.0833,Scoop Guest House
761,Kutum,SD,76.51,Broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
762,Nchelenge,ZM,79.34,Broken clouds,-9.3451,28.734,KD Travellers Home
764,Conde,BR,81.86,Broken clouds,-7.2597,-34.9075,Pousada Beija Flor
765,Keti Bandar,PK,83.25,Overcast clouds,24.1447,67.4497,Haji laloo memon house
766,Salalah,OM,82.2,Overcast clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
769,Rosario Do Sul,BR,76.03,Clear sky,-30.2583,-54.9142,Hotel Areias Brancas
772,Natal,BR,84.85,Broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
778,Arraial Do Cabo,BR,84.16,Clear sky,-22.9661,-42.0278,Pousada Porto Praia
779,Avera,US,80.94,Clear sky,33.194,-82.5271,
786,Hamilton,US,76.5,Clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
788,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
789,Castro,BR,76.39,Scattered clouds,-24.7911,-50.0119,CHACARA BAILLY
790,Buluang,PH,77.14,Broken clouds,13.3068,123.3425,Enon Beach Resort
793,Saint George,US,86.54,Overcast clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
795,Georgetown,MY,76.95,Scattered clouds,5.4112,100.3354,Cititel Penang
803,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
806,Waddan,LY,79.12,Clear sky,29.1614,16.139,محل الشريف محمد العايب
817,Saint George,US,86.54,Overcast clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
826,Mapiripan,CO,89.73,Broken clouds,2.8892,-72.1256,Monserrate
833,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
834,Puerto Ayora,EC,76.96,Overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
835,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
842,Kapaa,US,78.12,Light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
844,Bengkulu,ID,75.25,Overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
855,Atuona,PF,78.58,Broken clouds,-9.8,-139.0333,Villa Enata
856,Bismarck,US,84.87,Clear sky,46.8083,-100.7837,Ramkota Hotel & Conference Center
857,Victoria,HK,85.32,Light rain,22.2855,114.1577,Mini Hotel Central
859,Kavaratti,IN,81.55,Broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
860,Naze,JP,77.05,Few clouds,28.3667,129.4833,オーベルジュ・アガルイ
867,Laguna,US,83.25,Few clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
872,Keti Bandar,PK,83.25,Overcast clouds,24.1447,67.4497,Haji laloo memon house
878,Marsh Harbour,BS,81.34,Overcast clouds,26.5412,-77.0636,Abaco Beach Resort
880,Mayumba,GA,75.97,Overcast clouds,-3.432,10.6554,LIKWALE LODGE
882,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
884,Jasper,US,85.98,Clear sky,37.2001,-94.3502,Guest House Motel
886,Hithadhoo,MV,82.96,Overcast clouds,-0.6,73.0833,Scoop Guest House
899,Lorengau,PG,80.28,Broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
902,Palembang,ID,75.72,Overcast clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
910,Ponta Do Sol,PT,76.01,Overcast clouds,32.6667,-17.1,Hotel do Campo
912,Bitung,ID,76.05,Moderate rain,1.4451,125.1824,K2 Lembeh
917,Hilo,US,76.8,Moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
918,Riyadh,SA,89.74,Clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
921,Mogadishu,SO,78.19,Clear sky,2.0371,45.3438,Hotel Juba
923,Ambon,ID,75.34,Scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
924,Butaritari,KI,83.75,Overcast clouds,3.0707,172.7902,Isles Sunset Lodge
932,Kalengwa,ZM,77.74,Overcast clouds,-13.4659,25.0027,
